,invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
84531,I167052,C135115,Clothing,2,600.16,26-03-2021,Metropol AVM
84532,I871312,C172781,Clothing,1,300.08,21-08-2021,Mall of Istanbul
84533,I450758,C198472,Food & Beverage,1,5.23,14-11-2022,Cevahir AVM
84534,I693290,C338784,Clothing,4,1200.32,24-04-2022,Kanyon
84535,I336341,C304381,Shoes,5,3000.85,17-07-2021,Cevahir AVM
84536,I318984,C261422,Food & Beverage,1,5.23,28-05-2022,Cevahir AVM
84537,I622449,C317906,Clothing,1,300.08,30-11-2021,Kanyon
84538,I125936,C165224,Cosmetics,2,81.32,04-04-2021,Kanyon
84539,I304441,C241428,Food & Beverage,1,5.23,21-01-2022,Cevahir AVM
84540,I235314,C729550,Souvenir,2,23.46,24-05-2022,Mall of Istanbul
84541,I213877,C953832,Technology,3,3150.0,14-07-2022,Mall of Istanbul
84542,I239164,C183382,Clothing,3,900.24,26-01-2023,Forum Istanbul
84543,I116359,C252203,Toys,3,107.52,27-02-2022,Emaar Square Mall
84544,I186145,C323828,Clothing,5,1500.4,07-04-2022,Emaar Square Mall
84545,I533394,C792137,Food & Beverage,2,10.46,02-10-2021,Kanyon
84546,I975785,C147279,Clothing,5,1500.4,26-06-2021,Metrocity
84547,I318828,C741176,Shoes,1,600.17,09-02-2021,Metropol AVM
84548,I172213,C293970,Food & Beverage,5,26.15,09-08-2021,Kanyon
84549,I487306,C590086,Cosmetics,3,121.98,22-10-2022,Kanyon
84550,I305690,C899925,Clothing,3,900.24,21-06-2022,Kanyon
84551,I906005,C139279,Toys,4,143.36,20-01-2022,Cevahir AVM
84552,I263989,C867119,Cosmetics,4,162.64,02-09-2021,Mall of Istanbul
84553,I183842,C336562,Toys,5,179.2,04-10-2022,Mall of Istanbul
84554,I226635,C281139,Food & Beverage,5,26.15,22-08-2021,Kanyon
84555,I198152,C300005,Cosmetics,3,121.98,08-06-2022,Mall of Istanbul
84556,I325262,C251288,Toys,5,179.2,01-10-2022,Mall of Istanbul
84557,I704617,C621921,Toys,5,179.2,05-01-2023,Cevahir AVM
84558,I265948,C219497,Cosmetics,5,203.3,10-03-2022,Emaar Square Mall
84559,I273348,C250684,Shoes,3,1800.51,26-08-2022,Kanyon
84560,I233920,C989634,Clothing,1,300.08,23-04-2022,Kanyon
84561,I628786,C752251,Shoes,4,2400.68,11-03-2021,Kanyon
84562,I163529,C261902,Clothing,4,1200.32,21-02-2021,Metrocity
84563,I308354,C193956,Toys,2,71.68,05-05-2021,Cevahir AVM
84564,I116227,C208031,Cosmetics,1,40.66,12-11-2022,Metrocity
84565,I221256,C214227,Toys,2,71.68,20-02-2023,Cevahir AVM
84566,I527314,C148110,Food & Beverage,2,10.46,14-01-2021,Metropol AVM
84567,I219635,C318859,Clothing,4,1200.32,29-12-2022,Metrocity
84568,I427402,C258732,Food & Beverage,3,15.69,03-01-2021,Metrocity
84569,I478484,C133310,Cosmetics,1,40.66,17-02-2023,Metrocity
84570,I393793,C656529,Shoes,2,1200.34,07-08-2021,Kanyon
84571,I278412,C135275,Technology,3,3150.0,28-03-2021,Metrocity
84572,I170625,C150664,Souvenir,5,58.65,19-02-2021,Zorlu Center
84573,I214346,C180690,Clothing,5,1500.4,28-10-2021,Viaport Outlet
84574,I251484,C158012,Clothing,1,300.08,11-08-2021,Kanyon
84575,I297450,C503397,Cosmetics,5,203.3,04-01-2022,Metrocity
84576,I141269,C276588,Clothing,1,300.08,01-05-2022,Metrocity
84577,I701921,C141272,Clothing,5,1500.4,19-09-2022,Viaport Outlet
84578,I255238,C900287,Clothing,5,1500.4,09-01-2022,Cevahir AVM
84579,I106992,C351925,Toys,3,107.52,07-02-2021,Metropol AVM
84580,I701388,C879775,Cosmetics,4,162.64,07-03-2023,Istinye Park
84581,I144508,C120692,Cosmetics,1,40.66,07-03-2022,Istinye Park
84582,I280576,C122742,Shoes,2,1200.34,28-03-2022,Mall of Istanbul
84583,I677847,C723685,Souvenir,3,35.19,05-03-2021,Kanyon
84584,I224445,C303468,Food & Beverage,3,15.69,31-07-2022,Kanyon
84585,I353996,C218419,Shoes,4,2400.68,22-04-2021,Kanyon
84586,I116589,C293304,Food & Beverage,4,20.92,18-01-2023,Forum Istanbul
84587,I212363,C258835,Clothing,5,1500.4,12-09-2021,Mall of Istanbul
84588,I239434,C306128,Clothing,4,1200.32,18-05-2022,Istinye Park
84589,I289498,C133101,Clothing,4,1200.32,23-03-2022,Kanyon
84590,I657323,C304796,Clothing,2,600.16,10-04-2022,Metrocity
84591,I966046,C158429,Souvenir,2,23.46,19-02-2022,Mall of Istanbul
84592,I244194,C309304,Cosmetics,3,121.98,15-03-2022,Forum Istanbul
84593,I285813,C145001,Shoes,4,2400.68,02-06-2021,Kanyon
84594,I685477,C524773,Food & Beverage,4,20.92,25-02-2023,Metropol AVM
84595,I162267,C197715,Toys,3,107.52,10-08-2022,Metrocity
84596,I318954,C850878,Cosmetics,2,81.32,12-01-2021,Kanyon
84597,I358335,C124652,Clothing,2,600.16,05-05-2022,Zorlu Center
84598,I114485,C251691,Toys,5,179.2,21-02-2022,Istinye Park
84599,I241567,C242853,Clothing,3,900.24,24-12-2021,Metrocity
84600,I100458,C150447,Toys,2,71.68,12-04-2022,Metrocity
84601,I247238,C228961,Toys,2,71.68,09-02-2023,Emaar Square Mall
84602,I498177,C126964,Clothing,1,300.08,19-01-2023,Metrocity
84603,I294929,C191844,Toys,1,35.84,19-03-2022,Mall of Istanbul
84604,I999305,C930723,Food & Beverage,1,5.23,27-10-2022,Istinye Park
84605,I108772,C158132,Clothing,2,600.16,04-11-2021,Mall of Istanbul
84606,I565065,C264263,Cosmetics,4,162.64,24-04-2021,Metrocity
84607,I189227,C259583,Food & Beverage,1,5.23,04-07-2022,Kanyon
84608,I186779,C669203,Clothing,4,1200.32,08-11-2022,Metrocity
84609,I309706,C147310,Cosmetics,1,40.66,16-07-2021,Metropol AVM
84610,I218315,C435683,Toys,1,35.84,09-03-2022,Zorlu Center
84611,I298415,C214716,Clothing,5,1500.4,19-09-2021,Mall of Istanbul
84612,I142615,C369023,Clothing,4,1200.32,17-03-2021,Metrocity
84613,I280869,C108229,Cosmetics,4,162.64,05-08-2022,Mall of Istanbul
84614,I279211,C206726,Cosmetics,2,81.32,19-03-2021,Kanyon
84615,I646008,C158084,Clothing,2,600.16,15-11-2022,Kanyon
84616,I243706,C464542,Cosmetics,5,203.3,25-01-2023,Kanyon
84617,I439138,C586316,Technology,3,3150.0,26-05-2021,Metropol AVM
84618,I613909,C532429,Shoes,5,3000.85,15-05-2022,Istinye Park
84619,I107776,C157276,Clothing,2,600.16,12-10-2022,Metrocity
84620,I267087,C222922,Clothing,2,600.16,10-11-2022,Metrocity
84621,I273497,C200901,Technology,2,2100.0,11-02-2022,Istinye Park
84622,I739920,C256990,Clothing,3,900.24,24-04-2021,Viaport Outlet
84623,I186092,C305891,Technology,3,3150.0,19-11-2022,Metropol AVM
84624,I213775,C167374,Souvenir,1,11.73,19-05-2022,Kanyon
84625,I315319,C231581,Technology,2,2100.0,14-02-2021,Mall of Istanbul
84626,I163886,C919260,Clothing,1,300.08,24-02-2022,Metrocity
84627,I304286,C283994,Clothing,4,1200.32,10-09-2022,Kanyon
84628,I211025,C143048,Cosmetics,4,162.64,05-07-2021,Forum Istanbul
84629,I634369,C233422,Toys,2,71.68,01-08-2021,Metrocity
84630,I245946,C904161,Clothing,5,1500.4,27-07-2022,Forum Istanbul
84631,I594206,C474625,Clothing,4,1200.32,09-07-2022,Kanyon
84632,I335740,C596131,Clothing,1,300.08,09-04-2021,Mall of Istanbul
84633,I212153,C935595,Cosmetics,5,203.3,11-03-2022,Metrocity
84634,I327460,C279743,Shoes,5,3000.85,29-09-2021,Zorlu Center
84635,I177169,C210921,Cosmetics,5,203.3,06-04-2021,Metropol AVM
84636,I207048,C201804,Food & Beverage,3,15.69,11-08-2022,Metrocity
84637,I157278,C264630,Toys,5,179.2,04-12-2021,Istinye Park
84638,I221240,C112831,Shoes,5,3000.85,21-01-2023,Metrocity
84639,I102015,C127328,Clothing,3,900.24,23-01-2022,Viaport Outlet
84640,I215409,C244131,Food & Beverage,2,10.46,29-03-2021,Metropol AVM
84641,I201382,C279567,Cosmetics,3,121.98,28-01-2022,Viaport Outlet
84642,I762648,C476697,Clothing,3,900.24,26-04-2022,Mall of Istanbul
84643,I453198,C334504,Cosmetics,5,203.3,18-07-2022,Metrocity
84644,I136425,C734547,Toys,5,179.2,03-07-2021,Mall of Istanbul
84645,I119094,C166859,Books,1,15.15,23-07-2022,Zorlu Center
84646,I992694,C293305,Shoes,1,600.17,26-04-2021,Viaport Outlet
84647,I851478,C195593,Clothing,4,1200.32,02-09-2021,Mall of Istanbul
84648,I416872,C150690,Clothing,5,1500.4,24-08-2022,Istinye Park
84649,I123009,C741498,Shoes,1,600.17,17-01-2022,Metropol AVM
84650,I314008,C166124,Clothing,1,300.08,21-03-2022,Forum Istanbul
84651,I321195,C147087,Clothing,1,300.08,23-12-2021,Mall of Istanbul
84652,I900583,C164813,Books,2,30.3,04-01-2022,Mall of Istanbul
84653,I229220,C223595,Books,4,60.6,29-11-2022,Emaar Square Mall
84654,I901464,C329356,Toys,4,143.36,09-05-2022,Zorlu Center
84655,I796492,C313558,Clothing,2,600.16,15-05-2022,Metropol AVM
84656,I283690,C224538,Clothing,2,600.16,29-08-2022,Mall of Istanbul
84657,I103853,C464868,Shoes,4,2400.68,19-07-2021,Emaar Square Mall
84658,I125292,C177901,Clothing,3,900.24,07-12-2021,Zorlu Center
84659,I174220,C739379,Technology,5,5250.0,06-03-2022,Kanyon
84660,I117655,C760679,Clothing,2,600.16,21-03-2021,Metropol AVM
84661,I222274,C224092,Clothing,5,1500.4,11-03-2022,Kanyon
84662,I204949,C116259,Clothing,4,1200.32,17-10-2022,Metropol AVM
84663,I188244,C336878,Clothing,5,1500.4,10-01-2021,Istinye Park
84664,I248009,C193533,Cosmetics,5,203.3,26-01-2021,Metropol AVM
84665,I272488,C171618,Toys,4,143.36,10-01-2021,Mall of Istanbul
84666,I930350,C142028,Souvenir,4,46.92,14-03-2022,Istinye Park
84667,I275392,C126776,Books,1,15.15,03-01-2021,Metrocity
84668,I194104,C139001,Toys,3,107.52,14-02-2022,Metrocity
84669,I550106,C254374,Technology,5,5250.0,13-12-2021,Zorlu Center
84670,I189385,C263957,Food & Beverage,4,20.92,18-11-2021,Cevahir AVM
84671,I121066,C315174,Technology,5,5250.0,08-09-2022,Istinye Park
84672,I308114,C198481,Clothing,5,1500.4,23-03-2021,Istinye Park
84673,I339544,C178128,Food & Beverage,3,15.69,09-12-2021,Cevahir AVM
84674,I150831,C219140,Clothing,5,1500.4,13-07-2021,Metrocity
84675,I158685,C329313,Cosmetics,4,162.64,04-01-2023,Kanyon
84676,I408244,C127349,Food & Beverage,2,10.46,19-02-2022,Kanyon
84677,I240344,C290876,Clothing,2,600.16,30-04-2021,Mall of Istanbul
84678,I194668,C162292,Technology,5,5250.0,01-03-2022,Mall of Istanbul
84679,I217640,C287719,Food & Beverage,4,20.92,20-09-2022,Kanyon
84680,I299235,C629536,Books,1,15.15,07-07-2022,Zorlu Center
84681,I203360,C176200,Books,2,30.3,22-08-2022,Kanyon
84682,I117215,C295291,Toys,4,143.36,10-01-2022,Istinye Park
84683,I714650,C259509,Souvenir,5,58.65,30-05-2021,Mall of Istanbul
84684,I267555,C355437,Books,4,60.6,10-08-2022,Istinye Park
84685,I305138,C144035,Cosmetics,2,81.32,21-08-2022,Mall of Istanbul
84686,I444877,C287216,Clothing,4,1200.32,27-09-2021,Kanyon
84687,I747972,C116558,Technology,1,1050.0,23-02-2021,Metropol AVM
84688,I187502,C282837,Toys,2,71.68,07-06-2022,Cevahir AVM
84689,I333931,C279899,Toys,2,71.68,27-03-2022,Forum Istanbul
84690,I122902,C138296,Books,5,75.75,16-06-2021,Metropol AVM
84691,I177001,C265645,Clothing,5,1500.4,15-03-2021,Metrocity
84692,I221756,C323829,Souvenir,5,58.65,21-08-2021,Viaport Outlet
84693,I267284,C848362,Clothing,5,1500.4,07-02-2022,Zorlu Center
84694,I331435,C203098,Clothing,1,300.08,03-03-2023,Mall of Istanbul
84695,I128495,C151306,Souvenir,3,35.19,08-02-2023,Kanyon
84696,I113208,C905558,Technology,2,2100.0,01-01-2021,Forum Istanbul
84697,I294285,C522189,Clothing,4,1200.32,25-01-2022,Kanyon
84698,I252499,C167910,Food & Beverage,1,5.23,29-11-2021,Istinye Park
84699,I285646,C401897,Cosmetics,3,121.98,25-12-2021,Kanyon
84700,I151341,C100123,Cosmetics,3,121.98,25-01-2022,Zorlu Center
84701,I706339,C276041,Technology,1,1050.0,18-10-2022,Istinye Park
84702,I307429,C141683,Clothing,2,600.16,26-01-2023,Istinye Park
84703,I476355,C556599,Cosmetics,4,162.64,08-07-2021,Metropol AVM
84704,I247525,C156400,Cosmetics,3,121.98,06-09-2021,Zorlu Center
84705,I275368,C211534,Clothing,4,1200.32,23-02-2022,Metrocity
84706,I200166,C174960,Food & Beverage,4,20.92,01-01-2023,Kanyon
84707,I592667,C218563,Toys,2,71.68,02-05-2021,Mall of Istanbul
84708,I194956,C767502,Clothing,1,300.08,23-03-2022,Metrocity
84709,I246318,C973833,Shoes,5,3000.85,17-02-2023,Cevahir AVM
84710,I276648,C251192,Clothing,5,1500.4,22-09-2021,Kanyon
84711,I432208,C113397,Clothing,1,300.08,21-01-2022,Metropol AVM
84712,I677401,C307780,Clothing,3,900.24,08-02-2023,Metrocity
84713,I234962,C539629,Books,4,60.6,22-01-2021,Metrocity
84714,I214338,C554542,Food & Beverage,2,10.46,27-06-2022,Metrocity
84715,I247094,C871741,Clothing,2,600.16,17-03-2022,Mall of Istanbul
84716,I303392,C248487,Clothing,3,900.24,28-09-2021,Metrocity
84717,I297822,C789552,Technology,2,2100.0,21-08-2022,Metrocity
84718,I447833,C303111,Food & Beverage,1,5.23,06-11-2022,Metrocity
84719,I407285,C101136,Food & Beverage,5,26.15,31-01-2022,Kanyon
84720,I169718,C331102,Books,1,15.15,26-02-2023,Kanyon
84721,I163237,C198719,Toys,4,143.36,27-02-2021,Metrocity
84722,I877913,C127228,Food & Beverage,2,10.46,26-02-2022,Mall of Istanbul
84723,I156780,C872740,Clothing,5,1500.4,24-11-2022,Metropol AVM
84724,I131786,C118481,Food & Beverage,2,10.46,15-03-2022,Mall of Istanbul
84725,I157917,C326938,Toys,3,107.52,03-12-2021,Metrocity
84726,I218713,C115298,Clothing,4,1200.32,26-10-2021,Mall of Istanbul
84727,I304381,C787766,Cosmetics,3,121.98,08-09-2022,Metropol AVM
84728,I249447,C137360,Clothing,2,600.16,14-08-2022,Zorlu Center
84729,I687469,C177363,Clothing,5,1500.4,17-03-2022,Istinye Park
84730,I264837,C948609,Shoes,4,2400.68,09-12-2021,Cevahir AVM
84731,I209776,C219990,Clothing,3,900.24,25-06-2022,Metrocity
84732,I974496,C166641,Clothing,2,600.16,15-06-2021,Metrocity
84733,I945976,C143186,Food & Beverage,3,15.69,24-07-2021,Cevahir AVM
84734,I722513,C565633,Toys,3,107.52,18-07-2022,Metropol AVM
84735,I181189,C667755,Shoes,4,2400.68,27-03-2022,Kanyon
84736,I967849,C211597,Food & Beverage,3,15.69,01-04-2022,Kanyon
84737,I132974,C219121,Clothing,3,900.24,13-01-2021,Kanyon
84738,I317518,C276740,Toys,4,143.36,20-01-2022,Viaport Outlet
84739,I185754,C329806,Shoes,2,1200.34,05-11-2021,Mall of Istanbul
84740,I430639,C237836,Shoes,1,600.17,18-12-2022,Kanyon
84741,I460352,C191185,Clothing,2,600.16,19-02-2022,Kanyon
84742,I512177,C142096,Food & Beverage,3,15.69,04-06-2021,Forum Istanbul
84743,I294601,C376847,Cosmetics,4,162.64,21-06-2022,Kanyon
84744,I305637,C230136,Clothing,3,900.24,10-08-2022,Zorlu Center
84745,I173308,C301711,Toys,1,35.84,09-02-2021,Kanyon
84746,I278997,C121249,Shoes,4,2400.68,21-10-2021,Mall of Istanbul
84747,I286709,C748393,Toys,2,71.68,15-01-2021,Istinye Park
84748,I978787,C286376,Clothing,3,900.24,01-02-2022,Istinye Park
84749,I128133,C531015,Clothing,4,1200.32,01-05-2021,Kanyon
84750,I452756,C494476,Clothing,2,600.16,29-05-2021,Metrocity
84751,I144434,C147772,Cosmetics,2,81.32,20-01-2022,Mall of Istanbul
84752,I115863,C332617,Cosmetics,3,121.98,26-05-2021,Metropol AVM
84753,I330059,C957665,Technology,5,5250.0,26-03-2022,Emaar Square Mall
84754,I633296,C209674,Shoes,2,1200.34,20-09-2021,Forum Istanbul
84755,I701728,C170833,Food & Beverage,4,20.92,11-09-2021,Metrocity
84756,I231364,C283976,Clothing,4,1200.32,15-01-2023,Istinye Park
84757,I108697,C256193,Cosmetics,5,203.3,16-12-2022,Mall of Istanbul
84758,I197897,C286403,Cosmetics,4,162.64,20-11-2022,Istinye Park
84759,I241820,C801773,Clothing,5,1500.4,02-12-2022,Emaar Square Mall
84760,I916915,C979833,Food & Beverage,2,10.46,29-01-2022,Metropol AVM
84761,I114952,C174236,Cosmetics,5,203.3,28-01-2021,Metrocity
84762,I334028,C918214,Technology,4,4200.0,29-12-2022,Kanyon
84763,I307580,C962213,Clothing,4,1200.32,14-11-2022,Viaport Outlet
84764,I164565,C857631,Cosmetics,4,162.64,09-03-2022,Mall of Istanbul
84765,I203237,C899333,Souvenir,4,46.92,18-10-2022,Emaar Square Mall
84766,I148712,C320871,Souvenir,2,23.46,24-02-2023,Mall of Istanbul
84767,I147755,C280926,Clothing,2,600.16,20-02-2023,Istinye Park
84768,I272043,C887510,Food & Beverage,5,26.15,19-01-2022,Mall of Istanbul
84769,I331248,C141096,Clothing,5,1500.4,29-03-2022,Metrocity
84770,I553350,C152822,Cosmetics,1,40.66,23-07-2022,Istinye Park
84771,I134415,C286072,Shoes,3,1800.51,25-01-2022,Mall of Istanbul
84772,I318560,C604625,Books,1,15.15,28-09-2022,Mall of Istanbul
84773,I213702,C244356,Toys,3,107.52,05-01-2022,Forum Istanbul
84774,I266289,C945002,Shoes,2,1200.34,13-02-2022,Viaport Outlet
84775,I273604,C158971,Cosmetics,4,162.64,01-04-2021,Cevahir AVM
84776,I199532,C115848,Food & Beverage,4,20.92,23-05-2021,Kanyon
84777,I330320,C299328,Technology,5,5250.0,28-11-2021,Kanyon
84778,I249281,C249370,Clothing,4,1200.32,13-12-2022,Metrocity
84779,I264326,C773622,Cosmetics,3,121.98,30-11-2021,Metropol AVM
84780,I256233,C294257,Clothing,4,1200.32,16-02-2022,Metrocity
84781,I137279,C150362,Souvenir,4,46.92,25-09-2022,Kanyon
84782,I308145,C966090,Clothing,1,300.08,21-03-2021,Forum Istanbul
84783,I854801,C200443,Food & Beverage,4,20.92,15-11-2021,Mall of Istanbul
84784,I253490,C145302,Toys,5,179.2,01-03-2021,Istinye Park
84785,I218194,C312235,Souvenir,5,58.65,28-03-2021,Istinye Park
84786,I135869,C330583,Technology,1,1050.0,20-02-2022,Kanyon
84787,I327501,C989172,Food & Beverage,4,20.92,13-08-2021,Emaar Square Mall
84788,I197129,C223234,Toys,3,107.52,14-01-2023,Mall of Istanbul
84789,I488308,C234502,Food & Beverage,5,26.15,03-07-2022,Mall of Istanbul
84790,I286846,C142334,Food & Beverage,1,5.23,25-06-2021,Mall of Istanbul
84791,I197360,C187648,Food & Beverage,5,26.15,24-02-2021,Zorlu Center
84792,I197695,C828285,Clothing,1,300.08,24-12-2022,Metropol AVM
84793,I282098,C767898,Toys,4,143.36,14-05-2022,Mall of Istanbul
84794,I109994,C220399,Shoes,4,2400.68,10-12-2022,Forum Istanbul
84795,I529031,C237400,Books,2,30.3,06-08-2022,Cevahir AVM
84796,I750689,C284054,Cosmetics,1,40.66,08-07-2021,Zorlu Center
84797,I155102,C310391,Clothing,2,600.16,06-08-2022,Metropol AVM
84798,I132480,C194069,Clothing,5,1500.4,07-11-2021,Forum Istanbul
84799,I274262,C124570,Toys,2,71.68,15-02-2023,Emaar Square Mall
84800,I256576,C408076,Clothing,3,900.24,07-08-2022,Cevahir AVM
84801,I576027,C236277,Toys,3,107.52,09-04-2022,Metrocity
84802,I204362,C421050,Food & Beverage,2,10.46,29-09-2022,Kanyon
84803,I633918,C467032,Clothing,1,300.08,03-11-2021,Istinye Park
84804,I176635,C146930,Clothing,3,900.24,20-04-2021,Mall of Istanbul
84805,I300002,C239658,Clothing,5,1500.4,19-07-2022,Viaport Outlet
84806,I155453,C109276,Food & Beverage,4,20.92,29-01-2023,Kanyon
84807,I276158,C138878,Cosmetics,5,203.3,02-12-2022,Metrocity
84808,I195775,C605129,Clothing,5,1500.4,13-07-2021,Emaar Square Mall
84809,I321911,C337479,Food & Beverage,5,26.15,20-06-2022,Forum Istanbul
84810,I238966,C476935,Clothing,2,600.16,24-05-2022,Istinye Park
84811,I313602,C238099,Technology,1,1050.0,17-02-2022,Metropol AVM
84812,I113582,C293187,Clothing,4,1200.32,24-01-2023,Istinye Park
84813,I235480,C241297,Technology,5,5250.0,17-01-2022,Metrocity
84814,I129669,C252293,Clothing,5,1500.4,14-12-2021,Kanyon
84815,I770179,C956971,Food & Beverage,2,10.46,19-02-2023,Viaport Outlet
84816,I330268,C293939,Toys,4,143.36,28-01-2023,Kanyon
84817,I302988,C878216,Clothing,4,1200.32,27-01-2022,Mall of Istanbul
84818,I138492,C300793,Shoes,5,3000.85,19-12-2022,Forum Istanbul
84819,I312642,C121767,Clothing,1,300.08,26-12-2021,Forum Istanbul
84820,I145063,C109428,Clothing,5,1500.4,05-02-2021,Mall of Istanbul
84821,I459612,C182176,Toys,3,107.52,05-12-2022,Metrocity
84822,I610629,C307130,Clothing,5,1500.4,05-12-2021,Metropol AVM
84823,I303845,C251391,Food & Beverage,1,5.23,17-08-2022,Istinye Park
84824,I187568,C568511,Toys,4,143.36,21-10-2022,Metrocity
84825,I145042,C415922,Clothing,4,1200.32,07-02-2022,Cevahir AVM
84826,I323741,C231401,Cosmetics,2,81.32,04-09-2021,Istinye Park
84827,I203371,C112290,Clothing,5,1500.4,16-11-2022,Kanyon
84828,I250909,C149126,Clothing,5,1500.4,11-08-2022,Emaar Square Mall
84829,I746333,C159418,Cosmetics,3,121.98,20-08-2022,Cevahir AVM
84830,I303079,C283291,Cosmetics,1,40.66,21-10-2022,Emaar Square Mall
84831,I383441,C215091,Shoes,1,600.17,28-12-2022,Kanyon
84832,I122468,C203677,Shoes,4,2400.68,29-06-2021,Mall of Istanbul
84833,I324651,C325285,Souvenir,2,23.46,23-01-2022,Kanyon
84834,I575916,C141776,Food & Beverage,4,20.92,17-04-2022,Emaar Square Mall
84835,I107934,C619419,Clothing,2,600.16,22-05-2021,Forum Istanbul
84836,I222363,C216885,Toys,5,179.2,27-01-2022,Cevahir AVM
84837,I328277,C173896,Clothing,4,1200.32,30-12-2022,Zorlu Center
84838,I153686,C282877,Shoes,2,1200.34,13-08-2022,Metrocity
84839,I205996,C168996,Clothing,2,600.16,17-03-2022,Mall of Istanbul
84840,I824503,C333068,Food & Beverage,5,26.15,07-10-2021,Mall of Istanbul
84841,I255568,C302785,Food & Beverage,4,20.92,13-09-2021,Istinye Park
84842,I217842,C747155,Clothing,2,600.16,09-09-2021,Mall of Istanbul
84843,I275417,C860907,Food & Beverage,3,15.69,26-01-2023,Istinye Park
84844,I285726,C269743,Books,2,30.3,27-05-2021,Mall of Istanbul
84845,I282845,C662702,Clothing,1,300.08,08-10-2022,Kanyon
84846,I691547,C165425,Clothing,4,1200.32,02-06-2021,Metropol AVM
84847,I104416,C181327,Clothing,3,900.24,29-06-2022,Kanyon
84848,I198588,C419331,Toys,3,107.52,09-09-2021,Metrocity
84849,I380922,C213011,Clothing,5,1500.4,20-01-2022,Metrocity
84850,I226470,C197400,Food & Beverage,4,20.92,30-10-2021,Zorlu Center
84851,I529192,C132444,Technology,4,4200.0,14-01-2022,Kanyon
84852,I104130,C255913,Shoes,4,2400.68,20-07-2022,Metrocity
84853,I131641,C180271,Books,4,60.6,12-05-2022,Istinye Park
84854,I137253,C139783,Food & Beverage,1,5.23,03-07-2021,Forum Istanbul
84855,I229930,C125498,Clothing,5,1500.4,11-02-2021,Istinye Park
84856,I117912,C269266,Toys,4,143.36,17-06-2021,Mall of Istanbul
84857,I937633,C782668,Cosmetics,3,121.98,20-03-2022,Mall of Istanbul
84858,I332706,C282160,Cosmetics,3,121.98,24-04-2021,Metrocity
84859,I135890,C717132,Technology,5,5250.0,02-07-2022,Cevahir AVM
84860,I802517,C255389,Clothing,1,300.08,29-10-2021,Metrocity
84861,I934818,C305018,Souvenir,4,46.92,16-11-2022,Mall of Istanbul
84862,I826436,C351064,Souvenir,3,35.19,22-05-2022,Metropol AVM
84863,I295939,C147586,Books,5,75.75,19-02-2023,Kanyon
84864,I421701,C201186,Souvenir,4,46.92,19-03-2022,Mall of Istanbul
84865,I100522,C100218,Clothing,5,1500.4,06-11-2021,Kanyon
84866,I173862,C337061,Clothing,2,600.16,19-05-2021,Metropol AVM
84867,I182316,C145739,Clothing,1,300.08,12-12-2022,Mall of Istanbul
84868,I311345,C215917,Food & Beverage,2,10.46,08-04-2022,Kanyon
84869,I205479,C240433,Clothing,4,1200.32,10-09-2021,Mall of Istanbul
84870,I230630,C441947,Cosmetics,2,81.32,18-11-2021,Mall of Istanbul
84871,I333128,C236912,Toys,1,35.84,02-07-2021,Metrocity
84872,I238047,C730017,Clothing,5,1500.4,26-11-2021,Viaport Outlet
84873,I314830,C211130,Technology,4,4200.0,12-10-2022,Viaport Outlet
84874,I321539,C153205,Souvenir,2,23.46,02-08-2022,Mall of Istanbul
84875,I314318,C292940,Clothing,3,900.24,26-07-2021,Mall of Istanbul
84876,I118927,C278502,Clothing,1,300.08,07-04-2022,Mall of Istanbul
84877,I233913,C548372,Clothing,1,300.08,02-02-2023,Metropol AVM
84878,I296210,C258109,Clothing,3,900.24,14-11-2022,Cevahir AVM
84879,I149774,C880048,Clothing,3,900.24,08-12-2021,Metrocity
84880,I254118,C888933,Shoes,5,3000.85,18-12-2021,Metropol AVM
84881,I290240,C152091,Food & Beverage,3,15.69,31-12-2021,Metropol AVM
84882,I206306,C163192,Clothing,3,900.24,25-12-2022,Forum Istanbul
84883,I240845,C181608,Food & Beverage,5,26.15,20-11-2021,Mall of Istanbul
84884,I115160,C291532,Food & Beverage,3,15.69,12-02-2022,Emaar Square Mall
84885,I234461,C397936,Books,1,15.15,29-10-2022,Mall of Istanbul
84886,I239996,C117707,Toys,3,107.52,28-12-2022,Mall of Istanbul
84887,I285955,C225421,Clothing,4,1200.32,07-04-2022,Mall of Istanbul
84888,I748945,C248609,Clothing,2,600.16,08-08-2021,Metrocity
84889,I503336,C221277,Toys,5,179.2,26-01-2023,Metrocity
84890,I284863,C290261,Clothing,4,1200.32,20-03-2021,Mall of Istanbul
84891,I252007,C369252,Clothing,3,900.24,13-08-2021,Mall of Istanbul
84892,I147521,C105002,Cosmetics,5,203.3,20-10-2022,Metrocity
84893,I198572,C771638,Cosmetics,2,81.32,09-09-2022,Istinye Park
84894,I304332,C190863,Shoes,2,1200.34,30-07-2021,Kanyon
84895,I251222,C271975,Technology,4,4200.0,23-02-2022,Kanyon
84896,I227117,C300140,Shoes,4,2400.68,26-10-2022,Metrocity
84897,I370546,C127246,Clothing,5,1500.4,04-01-2023,Kanyon
84898,I184039,C225196,Clothing,3,900.24,24-11-2021,Metrocity
84899,I449858,C257001,Clothing,1,300.08,02-10-2021,Mall of Istanbul
84900,I148053,C208988,Clothing,5,1500.4,21-09-2022,Istinye Park
84901,I125445,C503412,Shoes,1,600.17,27-01-2022,Kanyon
